Sample_ID,Date_Collected,Collected_By,Country,State,City,Subway/Bus/Station,Description,Line(Station Only),Average_Ridership,Latitude,Longitude,Object_Swabbed,Surface_Material,Temperature ℃,Collection_Time,,,
CSD16-HKG-0064,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,LOHAS Park,,,22.29530574,114.2684957,Bench/Seat,Metal,29,6:45:00 AM,,,
CSD16-HKG-0065,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,LOHAS Park,,,22.29514195,114.2691207,Kiosk,Glass,29,5:38:00 AM,,,
CSD16-HKG-0066,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Chai Wan,,,22.26491167,114.2369127,Bench/Seat,Plastic,29.7,6:24:00 AM,,,
CSD16-HKG-0067,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Chai Wan,,,22.26449466,114.2369127,Handrail,Metal,29.4,6:26:00 AM,,,
CSD16-HKG-0068,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Chai Wan,,,22.26493153,114.2372561,Kiosk,Glass,29.5,6:22:00 AM,,,
CSD16-HKG-0069,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,Chai Wan,,,22.26347197,114.2399222,Desk,Plastic,30.5,6:37:00 AM,,,
CSD16-HKG-0070,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,Chai Wan,,,22.26328332,114.2401743,Toilet Counter,Plastic,30.5,6:40:00 AM,,,
CSD16-HKG-0071,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,Chai Wan,,,22.2634819,114.2401958,Bench/Seat,Vinyl,30.4,6:43:00 AM,,,
CSD16-HKG-0072,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,Chai Wan,,,22.26333297,114.2397612,Bookshelf,Metal,30.3,6:45:00 AM,,,
CSD16-HKG-0073,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Quarry Bay,,,22.26572778,114.2377455,Bench/Seat,Plastic,30.3,7:11:00 AM,,,
CSD16-HKG-0074,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Quarry Bay,,,22.2901487,114.2099619,Handrail,Metal,30.3,7:15:00 AM,,,
CSD16-HKG-0075,6/21/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Quarry Bay,,,22.29032739,114.2071724,Kiosk,Glass,30.2,7:21:00 AM,,,
CSD16-HKG-0076,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,North Point,,,22.2910471,114.2053753,Desk,Plastic,30.5,7:36:00 AM,,,
CSD16-HKG-0077,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,North Point,,,22.2909925,114.2055362,Toilet Counter,Plastic,30.5,7:38:00 AM,,,
CSD16-HKG-0078,6/21/16,Hedwig Cheung,China,N/A,Hong Kong,Library,North Point,,,22.29107688,114.2055309,Bookshelf,Metal,30.5,7:41:00 AM,,,
CSD16-HKG-0079,6/21/16,Hedwig Cheung,China,N/A,Hong Kong,Library,North Point,,,22.29116126,114.2054021,Bench/Seat,Vinyl,30.5,7:44:00 AM,,,
CSD16-HKG-0080,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,Causeway Bay,,,22.28009323,114.1893699,Bookshelf,Metal,30.6,7:58:00 AM,,,
CSD16-HKG-0081,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,Causeway Bay,,,22.27999785,114.1894644,Bench/Seat,Vinyl,30.6,8:01:00 AM,,,
CSD16-HKG-0082,6/21/16,Hedwig Cheung,China,N/A,Hong Kong,Library,Causeway Bay,,,22.27996806,114.1895878,Desk,Plastic,30.3,8:07:00 AM,,,
CSD16-HKG-0083,6/21/16,Hedwig Cheung,China,N/A,Hong Kong,Library,Causeway Bay,,,22.28001274,114.1897166,Bench/Seat,Vinyl,30.3,8:11:00 AM,,,
CSD16-HKG-0084,6/21/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Causeway Bay,,,22.28029072,114.1848993,Bench/Seat,Metal,30.9,8:33:00 AM,,,
CSD16-HKG-0085,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Causeway Bay,,,22.28040489,114.1849691,Handrail,Metal,30.9,8:35:00 AM,,,
CSD16-HKG-0086,6/21/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Causeway Bay,,,22.28027583,114.184835,Kiosk,Glass,30.9,8:25:00 AM,,,
CSD16-HKG-0087,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Admiralty,,,22.27912916,114.1641498,Hndrail,Metal,30.6,8:42:00 AM,,,
CSD16-HKG-0088,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Admiralty,,,22.27918872,114.1638494,Bench/Seat,Plastic,30.5,8:46:00 AM,,,
CSD16-HKG-0089,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Admiralty,,,22.27889585,114.1645199,Kiosk,Glass,30.3,8:50:00 AM,,,
CSD16-HKG-0090,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Bus,Admiralty,,,22.27852852,114.1652387,Board Sign,Plastic,30.2,8:55:00 AM,,,
CSD16-HKG-0091,6/21/16,Hedwig Cheung,China,N/A,Hong Kong,Bus,Admiralty,,,22.27871218,114.1650885,Handrail,Metal,30.4,9:01:00 AM,,,
CSD16-HKG-0092,6/21/16,Marcus H Y Leung,China,N/A,Hong Kong,Bus,Admiralty,,,22.27857816,114.1651797,Wall,Tile,30.3,8:59:00 AM,,,
CSD16-HKG-0100,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Kennedy Town,,,22.2789639,114.1309996,Kiosk,Glass,25.4,1:00:00 AM,,,
CSD16-HKG-0101,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Kennedy Town,,,22.27922844,114.1306973,Bench/Seat,Plastic,25.4,1:06:00 AM,,,
CSD16-HKG-0102,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Kennedy Town,,,22.27922844,114.1306973,Handrail,Metal,25.6,1:11:00 AM,,,
CSD16-HKG-0103,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Library,Central,,,22.28220677,114.1619825,Bookshelf,Metal,27.2,1:41:00 AM,,,
CSD16-HKG-0104,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Library,Central,,,22.28220677,114.161725,Bench/Seat,Leather,26.9,1:35:00 AM,,,
CSD16-HKG-0105,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,Central,,,22.28222291,114.1607668,Desk,Plastic,27.1,1:47:00 AM,,,
CSD16-HKG-0106,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,Central,,,22.28238547,114.1617465,Bench/Seat,Vinyl,27.2,1:43:00 AM,,,
CSD16-HKG-0107,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Central,,,22.28167068,114.1581202,Kiosk,Glass,27.6,2:03:00 AM,,,
CSD16-HKG-0108,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Central,,,22.28180967,114.1576052,Handrail,Metal,27.7,2:04:00 AM,,,
CSD16-HKG-0109,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Central,,,22.28180967,114.157176,Bench/Seat,Plastic,27.9,2:11:00 AM,,,
CSD16-HKG-0110,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Disneyland Resort,,,22.3148849,114.043107,Handrail,Metal,28.4,2:57:00 AM,,,
CSD16-HKG-0111,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Disneyland Resort,,,22.3150437,114.0441585,Bench/Seat,Stone,28.5,2:59:00 AM,,,
CSD16-HKG-0112,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Disneyland Resort,,,22.31490475,114.0435362,Kiosk,Glass,28.2,2:54:00 AM,,,
CSD16-HKG-0113,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Tung Chung,,,22.28913613,113.94099,Bench/Seat,Metal,29.1,3:20:00 AM,,,
CSD16-HKG-0114,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Tung Chung,,,22.28947365,113.9410758,Handrail,Metal,29,3:25:00 AM,,,
CSD16-HKG-0115,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Tung Chung,,,22.28885651,113.9412537,Kiosk,Glass,29.2,3:18:00 AM,,,
CSD16-HKG-0116,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Library,Tung Chung,,,22.29049615,113.9442623,Desk,Plastic,28.1,3:48:00 AM,,,
CSD16-HKG-0117,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,Tung Chung,,,22.29041673,113.9440799,Bookshelf,Metal,28,3:49:00 AM,,,
CSD16-HKG-0118,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,Tung Chung,,,22.2904068,113.9442569,Bench/Seat,Vinyl,28,3:51:00 AM,,,
CSD16-HKG-0119,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Library,Tung Chung,,,22.29049118,113.9441389,Bench/Seat,Leather,28,3:53:00 AM,,,
CSD16-HKG-0120,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Bus,Tung Chung,,,22.28951336,113.9400136,Wall,Plastic,27.4,4:46:00 AM,,,
CSD16-HKG-0121,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Bus,Tung Chung,,,22.28981118,113.9403462,Board Sign,Plastic,27.4,4:48:00 AM,,,
CSD16-HKG-0122,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Bus,Tung Chung,,,22.28985088,113.9408183,Handrail,Metal,27.6,4:49:00 AM,,,
CSD16-HKG-0123,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,AsiaWorld-Expo,,,22.32163398,113.9418054,Bench/Seat,Metal,29.1,5:21:00 AM,,,
CSD16-HKG-0124,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,AsiaWorld-Expo,,,22.32143549,113.9413333,Handrail,Metal,29.1,5:24:00 AM,,,
CSD16-HKG-0125,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,AsiaWorld-Expo,,,22.32177293,113.9421916,Kiosk,Glass,29.1,5:19:00 AM,,,
CSD16-HKG-0126,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Airport,,,22.31296945,113.9338118,Bench/Seat,Leather,28.9,5:30:00 AM,,,
CSD16-HKG-0127,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Airport,,,22.31514296,113.9356256,Handrail,Metal,28.7,5:36:00 AM,,,
CSD16-HKG-0128,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Airport,,,22.31428938,113.9349818,Kiosk,Glass,28.9,5:34:00 AM,,,
CSD16-HKG-0129,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Sunny Bay,,,22.3316528,114.0284514,Bench/Seat,Metal,29.6,6:25:00 AM,,,
CSD16-HKG-0130,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Sunny Bay,,,22.33182647,114.0286124,Handrail,Metal,29.8,6:28:00 AM,,,
CSD16-HKG-0131,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Sunny Bay,,,22.33189741,114.0288628,Kiosk,Glass,29.2,6:21:00 AM,,,
CSD16-HKG-0132,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Tsing Yi,,,22.35890687,114.1064286,Bench/Seat,Metal,29.5,6:44:00 AM,,,
CSD16-HKG-0133,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Tsing Yi,,,22.35878781,114.1070724,Handrail,Metal,29.4,6:47:00 AM,,,
CSD16-HKG-0134,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Tsing Yi,,,22.35823216,114.106493,Kiosk,Glass,29.9,6:39:00 AM,,,
CSD16-HKG-0135,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Tsuen Wan,,,22.37374974,114.1175652,Handrail,Metal,28.5,7:26:00 AM,,,
CSD16-HKG-0136,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Tsuen Wan,,,22.37355132,114.1179514,Bench/Seat,Plastic,28.4,7:28:00 AM,,,
CSD16-HKG-0137,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Tsuen Wan,,,22.3738936,114.1169536,Kiosk,Glass,28.4,7:34:00 AM,,,
CSD16-HKG-0138,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Bus,Tsuen Wan,,,22.3737299,114.1166425,Handrail,Metal,28.7,7:43:00 AM,,,
CSD16-HKG-0139,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Bus,Tsuen Wan,,,22.37357116,114.1165996,Board Sign,Plastic,28.6,7:42:00 AM,,,
CSD16-HKG-0140,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Bus,Tsuen Wan,,,22.37359721,114.1169739,Wall,Plastic,54.8,7:40:00 AM,,,
CSD16-HKG-0141,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Library,Tsuen Wan,,,22.37469225,114.1149849,Desk,Plastic,28.7,8:04:00 AM,,,
CSD16-HKG-0142,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Library,Tsuen Wan,,,22.37461784,114.1150224,Bench/Seat,Plastic,29,8:00:00 AM,,,
CSD16-HKG-0143,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,Tsuen Wan,,,22.3737299,114.1166425,Bench/Seat,Plastic,28.9,7:55:00 AM,,,
CSD16-HKG-0144,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Library,Tsuen Wan,,,22.37420612,114.1148829,Bookshelf,Wood,28.9,8:03:00 AM,,,
CSD16-HKG-0145,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Nam Cheong,,,22.36346606,114.1312069,Handrail,Metal,28.5,8:24:00 AM,,,
CSD16-HKG-0146,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Nam Cheong,,,22.36329243,114.1310513,Bench/Seat,Plastic,28.6,8:26:00 AM,,,
CSD16-HKG-0147,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Nam Cheong,,,22.36331227,114.1312551,Kiosk,Glass,28.4,8:20:00 AM,,,
CSD16-HKG-0148,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Austin,,,22.30437354,114.1661668,Handrail,Metal,28.4,8:52:00 AM,,,
CSD16-HKG-0149,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Austin,,,22.30463162,114.1659951,Bench/Seat,Metal,28.4,8:50:00 AM,,,
CSD16-HKG-0150,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Austin,,,22.3042445,114.1661239,Kiosk,Glass,28.6,8:46:00 AM,,,
CSD16-HKG-0151,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Tsim Sha Tsui,,,22.2970181,114.1721749,Kiosk,Glass,28.3,9:08:00 AM,,,
CSD16-HKG-0152,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Tsim Sha Tsui,,,22.29739531,114.1721106,Bench/Seat,Plastic,28.1,9:15:00 AM,,,
CSD16-HKG-0153,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Tsim Sha Tsui,,,22.29717692,114.172411,Handrail,Metal,28.1,9:18:00 AM,,,
CSD16-HKG-0154,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Hung Hom,,,22.3029541,114.1819811,Handrail,Metal,28,9:32:00 AM,,,
CSD16-HKG-0155,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Hung Hom,,,22.30325189,114.1819167,Kiosk,Glass,28.4,9:41:00 AM,,,
CSD16-HKG-0156,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Hung Hom,,,22.30293425,114.1815305,Bench/Seat,Metal,28.3,9:40:00 AM,,,
CSD16-HKG-0157,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Mongkok East,,,22.32115759,114.1723037,Bench/Seat,Wood,30.6,10:09:00 AM,,,
CSD16-HKG-0158,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Mongkok East,,,22.32221544,114.1721785,Handrail,Metal,31.2,10:20:00 AM,,,
CSD16-HKG-0159,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Mongkok East,,,22.32115759,114.1723037,Kiosk,Glass,31,10:26:00 AM,,,
CSD16-HKG-0160,6/22/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Kowloon Tong,,,22.33802324,114.1750086,Bench/Seat,Wood,30.9,10:38:00 AM,,,
CSD16-HKG-0161,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Kowloon Tong,,,22.33758567,114.175485,Handrail,Metal,30.9,10:44:00 AM,,,
CSD16-HKG-0162,6/22/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Kowloon Tong,,,22.33755259,114.1758013,Kiosk,Glass,30.9,10:48:00 AM,,,
CSD16-HKG-0163,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Tuen Mun,,,22.394746,113.9734042,Bench/Seat,Metal,29.4,1:57:00 AM,,,
CSD16-HKG-0164,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Tuen Mun,,,22.394746,113.9734042,Handrail,Metal,29.3,2:00:00 AM,,,
CSD16-HKG-0165,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Tuen Mun,,,22.394746,113.9734042,Kiosk,Glass,29.3,2:06:00 AM,,,
CSD16-HKG-0166,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,Tuen Mun,,,22.39115039,113.9771247,Bookshelf,Metal,29.7,2:29:00 AM,,,
CSD16-HKG-0167,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,Tuen Mun,,,22.39093639,113.9768036,Desk,Plastic,29.4,2:35:00 AM,,,
CSD16-HKG-0168,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Library,Tuen Mun,,,22.39071025,113.9764359,Desk,Plastic,28.3,2:39:00 AM,,,
CSD16-HKG-0169,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,Tuen Mun,,,22.3905552,113.9768672,Bench/Seat,Leather,29.4,2:53:00 AM,,,
CSD16-HKG-0170,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Bus,Tuen Mun,,,22.39510774,113.9745823,Handrail,Metal,28.1,3:05:00 AM,,,
CSD16-HKG-0171,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Bus,Tuen Mun,,,22.39462531,113.9779474,Wall,Tile,28.5,3:06:00 AM,,,
CSD16-HKG-0172,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Bus,Tuen Mun,,,22.39349148,113.9763737,Board Sign,Plastic,28.6,3:08:00 AM,,,
CSD16-HKG-0173,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Tin Shui Wai,,,22.44770686,114.0044583,Handrail,Metal,29.1,3:26:00 AM,,,
CSD16-HKG-0174,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Tin Shui Wai,,,22.44774201,114.0041828,Bench/Seat,Metal,29,3:34:00 AM,,,
CSD16-HKG-0175,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Tin Shui Wai,,,22.44766906,114.0042986,Kiosk,Glass,28.7,3:35:00 AM,,,
CSD16-HKG-0176,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Library,Tin Shui Wai,,,22.44721631,114.0046978,Bookshelf,Wood,28.2,4:06:00 AM,,,
CSD16-HKG-0177,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,Tin Shui Wai,,,22.44694284,114.0047905,Desk,Plastic,27.6,4:13:00 AM,,,
CSD16-HKG-0178,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,Tin Shui Wai,,,22.44696913,114.0047898,Bench/Seat,Plastic,27.2,4:17:00 AM,,,
CSD16-HKG-0179,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Library,Tin Shui Wai,,,22.44794033,114.0042901,Desk,Wood,28.2,4:20:00 AM,,,
CSD16-HKG-0180,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Long Ping,,,22.44769927,114.0256298,Handrail,Metal,27.2,4:39:00 AM,,,
CSD16-HKG-0181,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Long Ping,,,22.44772752,114.0257132,Bench/Seat,Metal,27.2,4:44:00 AM,,,
CSD16-HKG-0182,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Long Ping,,,22.44816589,114.0232086,Kiosk,Glass,27.2,4:42:00 AM,,,
CSD16-HKG-0183,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Yuen Long,,,22.44611819,114.0350541,Bench/Seat,Metal,27.3,4:55:00 AM,,,
CSD16-HKG-0184,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Yuen Long,,,22.44624549,114.0356794,Handrail,Metal,27.4,5:01:00 AM,,,
CSD16-HKG-0185,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Yuen Long,,,22.44794033,114.0255761,Kiosk,Glass,56,5:00:00 AM,,,
CSD16-HKG-0186,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Kam Sheung Road,,,22.43491067,114.063395,Bench/Seat,Metal,26.9,6:12:00 AM,,,
CSD16-HKG-0187,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Kam Sheung Road,,,22.4348434,114.0634264,Handrail,Metal,26.9,6:17:00 AM,,,
CSD16-HKG-0188,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Kam Sheung Road,,,22.43541203,114.0628791,Kiosk,Glass,27.1,6:17:00 AM,,,
CSD16-HKG-0189,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Tai Wai,,,22.372927,114.1780499,Bench/Seat,Wood,27.9,6:58:00 AM,,,
CSD16-HKG-0190,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Tai Wai,,,22.37311191,114.1784147,Handrail,Metal,27.9,7:04:00 AM,,,
CSD16-HKG-0191,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Tai Wai,,,22.37301557,114.1780168,Kiosk,Glass,28.1,7:03:00 AM,,,
CSD16-HKG-0192,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,City One,,,22.38311822,114.2039623,Handrail,Metal,29.3,7:22:00 AM,,,
CSD16-HKG-0193,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,City One,,,22.38293645,114.2037711,Bench/Seat,Metal,29.4,7:26:00 AM,,,
CSD16-HKG-0194,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,City One,,,22.38290047,114.2037947,Kiosk,Glass,29.5,7:29:00 AM,,,
CSD16-HKG-0195,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Tai Shui Hang,,,22.4087313,114.2229311,Handrail,Metal,30,7:39:00 AM,,,
CSD16-HKG-0196,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Tai Shui Hang,,,22.40848923,114.2226774,Bench/Seat,Metal,30.1,7:44:00 AM,,,
CSD16-HKG-0197,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Tai Shui Hang,,,22.40862326,114.2229277,Kiosk,Glass,30,7:43:00 AM,,,
CSD16-HKG-0198,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Ma On Shan,,,22.42491525,114.2322303,Handrail,Metal,30.4,7:53:00 AM,,,
CSD16-HKG-0199,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Ma On Shan,,,22.42481182,114.2317304,Bench/Seat,Metal,30.5,7:59:00 AM,,,
CSD16-HKG-0200,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Ma On Shan,,,22.42465589,114.2314839,Kiosk,Glass,30.5,7:58:00 AM,,,
CSD16-HKG-0201,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Choi Hung,,,22.33515928,114.2080296,Kiosk,Glass,29.8,8:53:00 AM,,,
CSD16-HKG-0202,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Choi Hung,,,22.33523163,114.2079542,Handrail,Metal,29.7,8:56:00 AM,,,
CSD16-HKG-0203,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Choi Hung,,,22.33532965,114.207902,Bench/Seat,Plastic,29.5,9:00:00 AM,,,
CSD16-HKG-0204,6/23/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Wong Tai Sin,,,22.3414625,114.1929674,Bench/Seat,Plastic,28.5,9:11:00 AM,,,
CSD16-HKG-0205,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Wong Tai Sin,,,22.3414625,114.1934824,Handrail,Metal,28,9:18:00 AM,,,
CSD16-HKG-0206,6/23/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Wong Tai Sin,,,22.33532965,114.207902,Kiosk,Glass,28.5,9:13:00 AM,,,
CSD16-HKG-0207,6/24/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Tiu Keng Leng,,,22.30470358,114.2532071,Bench/Seat,Metal,28.4,6:44:00 AM,,,
CSD16-HKG-0208,6/24/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Tiu Keng Leng,,,22.30459936,114.2531911,Handrail,Metal,28.4,6:44:00 AM,,,
CSD16-HKG-0209,6/24/16,Hedwig Cheung,China,N/A,Hong Kong,Metro,Tiu Keng Leng,,,22.30471847,114.2530945,Kiosk,Glass,28.5,6:44:00 AM,,,
CSD16-HKG-0210,6/24/16,Marcus H Y Leung,China,N/A,Hong Kong,Bus,Tiu Keng Leng,,,22.30461177,114.2530167,Handrail,Metal,31,3:47:00 AM,,,
CSD16-HKG-0211,6/24/16,Marcus H Y Leung,China,N/A,Hong Kong,Bus,Tiu Keng Leng,,,22.30489962,114.2531991,Wall,Tile,31,3:49:00 AM,,,
CSD16-HKG-0212,6/24/16,Marcus H Y Leung,China,N/A,Hong Kong,Bus,Tiu Keng Leng,,,22.30484503,114.2529631,Board Sign,Plastic,31.2,3:50:00 AM,,,
CSD16-HKG-0213,6/24/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Kowloon Bay,,,22.32125684,114.2123222,Bench/Seat,Plastic,30.2,3:53:00 AM,,,
CSD16-HKG-0214,6/24/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Kowloon Bay,,,22.32153474,114.2122149,Handrail,Metal,31.1,3:54:00 AM,,,
CSD16-HKG-0215,6/24/16,Marcus H Y Leung,China,N/A,Hong Kong,Metro,Kowloon Bay,,,22.32149504,114.212451,Kiosk,Glass,31.5,3:57:00 AM,,,
CSD16-HKG-0216,6/24/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,Choi Hung,,,22.33452085,114.2086101,Desk,Plastic,27.7,4:01:00 AM,,,
CSD16-HKG-0217,6/24/16,Hedwig Cheung,China,N/A,Hong Kong,Library,Choi Hung,,,22.33471437,114.2087603,Desk,Plastic,27.7,4:03:00 AM,,,
CSD16-HKG-0218,6/24/16,Marcus H Y Leung,China,N/A,Hong Kong,Library,Choi Hung,,,22.33471437,114.2090178,Bench/Seat,Leather,27.7,4:04:00 AM,,,
CSD16-HKG-0219,6/24/16,Hedwig Cheung,China,N/A,Hong Kong,Library,Choi Hung,,,22.33471437,114.2086744,Bookshelf,Metal,27.7,4:05:00 AM,,,
