Plate,Row,Column,Sample Name,Original sample name,Our label of the plate,Volume (ul),Concentration (ng/ul),Organism,Sex,Sample Description,Method of quantification,Purpose
5,E,11,4866-KIU-0383,CSD16 - PXO - 088,CSD16 -5,~30,57.25653568,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,E,12,4866-KIU-0384,CSD16 - PXO - 089,CSD16 -5,~30,126.7519874,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,F,1,4866-KIU-0385,CSD16 - PXO - 090,CSD16 -5,~30,1.168722615,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,F,2,4866-KIU-0386,CSD16 - PXO - 091,CSD16 -5,~30,28.12031379,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,F,3,4866-KIU-0387,CSD16 - PXO - 092,CSD16 -5,~30,149.563691,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,F,4,4866-KIU-0388,CSD16 - PXO - 093,CSD16 -5,~30,1.441065272,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,F,5,4866-KIU-0389,CSD16 - PXO - 094,CSD16 -5,~30,3.414091812,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,F,6,4866-KIU-0390,CSD16 - PXO - 095,CSD16 -5,~30,79.19011844,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,F,7,4866-KIU-0391,CSD16 - PXO - 096,CSD16 -5,~30,14.02962548,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,F,8,4866-KIU-0392,CSD16 - PXO - 097,CSD16 -5,~30,0.468228909,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,F,9,4866-KIU-0393,CSD16 - PXO - 102,CSD16 -5,~30,9.852448572,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,F,10,4866-KIU-0394,CSD16 - PXO - 103,CSD16 -5,~30,4.584712711,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,F,11,4866-KIU-0395,CSD16 - PXO - 104,CSD16 -5,~30,11.88603792,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,F,12,4866-KIU-0396,CSD16 - PXO - 105,CSD16 -5,~30,0.001555589,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,G,1,4866-KIU-0397,CSD16 - PXO - 106,CSD16 -5,~30,1.881599838,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,G,2,4866-KIU-0398,CSD16 - PXO - 108,CSD16 -5,~30,53.11393101,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,G,3,4866-KIU-0399,CSD16 - PXO - 109,CSD16 -5,~30,178.5110663,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,G,4,4866-KIU-0400,CSD16 - PXO - 110,CSD16 -5,~30,16.60235264,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,G,5,4866-KIU-0401,CSD16 - PXO - 111,CSD16 -5,~30,2.953530885,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,G,6,4866-KIU-0402,CSD16 - PXO - 119,CSD16 -5,~30,58.92229238,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,G,7,4866-KIU-0403,CSD16 - PXO - 120,CSD16 -5,~30,44.97882495,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,G,8,4866-KIU-0404,CSD16 - PXO - 121,CSD16 -5,~30,155.2989809,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,G,9,4866-KIU-0405,CSD16 - PXO - 122,CSD16 -5,~30,59.50065253,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,G,10,4866-KIU-0406,CSD16 - PXO - 123,CSD16 -5,~30,25.29559684,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,G,11,4866-KIU-0407,CSD16 - PXO - 124,CSD16 -5,~30,20.13810228,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,G,12,4866-KIU-0408,CSD16 - PXO - 125,CSD16 -5,~30,26.46918601,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,H,1,4866-KIU-0409,CSD16 - PXO - 126,CSD16 -5,~30,10.20987912,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,H,2,4866-KIU-0410,CSD16 - PXO - 128,CSD16 -5,~30,20.86700782,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,H,3,4866-KIU-0411,CSD16 - PXO - 129,CSD16 -5,~30,37.48540751,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,H,4,4866-KIU-0412,CSD16 - PXO - 130,CSD16 -5,~30,2.051606334,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,H,5,4866-KIU-0413,CSD16 - PXO - 131,CSD16 -5,~30,112.5834231,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,H,6,4866-KIU-0414,CSD16 - PXO - 132,CSD16 -5,~30,36.40822703,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,H,7,4866-KIU-0415,CSD16 - PXO - 133,CSD16 -5,~30,12.40718087,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,H,8,4866-KIU-0416,CSD16 - PXO - 134,CSD16 -5,~30,54.02919391,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,H,9,4866-KIU-0417,CSD16 - PXO - 135,CSD16 -5,~30,68.70746349,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,H,10,4866-KIU-0418,CSD16 - PXO - 136,CSD16 -5,~30,35.4809811,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,H,11,4866-KIU-0419,CSD16 - PXO - 137,CSD16 -5,~30,23.57052233,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,H,12,4866-KIU-0420,CSD16 - PXO - 138,CSD16 -5,~30,100.2607734,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,A,1,4866-KIU-0421,CSD16 - PXO - 139,CSD16 -6,~30,40.00285526,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,A,2,4866-KIU-0422,CSD16 - PXO - 140,CSD16 -6,~30,18.72919014,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,A,3,4866-KIU-0423,CSD16 - PXO - 141,CSD16 -6,~30,26.04412512,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,A,4,4866-KIU-0424,CSD16 - PXO - 142,CSD16 -6,~30,49.41886443,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,A,5,4866-KIU-0425,CSD16 - PXO - 143,CSD16 -6,~30,40.64756421,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,A,6,4866-KIU-0426,CSD16 - PXO - 144,CSD16 -6,~30,52.97850571,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,A,7,4866-KIU-0427,CSD16 - PXO - 145,CSD16 -6,~30,13.80299015,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,A,8,4866-KIU-0428,CSD16 - PXO - 146,CSD16 -6,~30,36.19213664,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,A,9,4866-KIU-0429,CSD16 - PXO - 147,CSD16 -6,~30,4.753946678,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,A,10,4866-KIU-0430,CSD16 - PXO - 148,CSD16 -6,~30,4.345530593,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,A,11,4866-KIU-0431,CSD16 - PXO - 149,CSD16 -6,~30,35.80006892,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,A,12,4866-KIU-0432,CSD16 - PXO - 150,CSD16 -6,~30,7.490540891,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,B,1,4866-KIU-0433,CSD16 - PXO - 151,CSD16 -6,~30,4.59369965,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,B,2,4866-KIU-0434,CSD16 - PXO - 152,CSD16 -6,~30,12.36436968,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,B,3,4866-KIU-0435,CSD16 - PXO - 153,CSD16 -6,~30,20.29010682,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,B,4,4866-KIU-0436,CSD16 - PXO - 154,CSD16 -6,~30,45.16056862,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,B,5,4866-KIU-0437,CSD16 - PXO - 155,CSD16 -6,~30,16.51716056,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,B,6,4866-KIU-0438,CSD16 - PXO - 156,CSD16 -6,~30,46.4598967,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,B,7,4866-KIU-0439,CSD16 - PXO - 157,CSD16 -6,~30,25.55865393,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,B,8,4866-KIU-0440,CSD16 - PXO - 158,CSD16 -6,~30,12.03693504,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,B,9,4866-KIU-0441,CSD16 - PXO - 159,CSD16 -6,~30,76.8436105,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,B,10,4866-KIU-0442,CSD16 - PXO - 160,CSD16 -6,~30,7.27100913,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,B,11,4866-KIU-0443,CSD16 - PXO - 161,CSD16 -6,~30,2.938086988,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,B,12,4866-KIU-0444,CSD16 - PXO - 162,CSD16 -6,~30,2.150811391,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,C,1,4866-KIU-0445,CSD16 - PXO - 163,CSD16 -6,~30,21.88875471,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,C,2,4866-KIU-0446,CSD16 - PXO - 164,CSD16 -6,~30,17.21558013,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,C,3,4866-KIU-0447,CSD16 - PXO - 165,CSD16 -6,~30,25.68421572,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,C,4,4866-KIU-0448,CSD16 - PXO - 166,CSD16 -6,~30,2.955002406,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,C,5,4866-KIU-0449,CSD16 - PXO - 167,CSD16 -6,~30,22.46775762,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,C,6,4866-KIU-0450,CSD16 - PXO - 168,CSD16 -6,~30,23.43025417,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,C,7,4866-KIU-0451,CSD16 - PXO - 169,CSD16 -6,~30,11.27089237,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,C,8,4866-KIU-0452,CSD16 - PXO - 170,CSD16 -6,~30,34.6281957,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,C,9,4866-KIU-0453,CSD16 - PXO - 171,CSD16 -6,~30,24.60563244,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,C,10,4866-KIU-0454,CSD16 - PXO - 172,CSD16 -6,~30,7.464277992,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,C,11,4866-KIU-0455,CSD16 - PXO - 173,CSD16 -6,~30,24.59860615,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,C,12,4866-KIU-0456,CSD16 - PXO - 174,CSD16 -6,~30,60.83244455,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,D,1,4866-KIU-0457,CSD16 - PXO - 176,CSD16 -6,~30,14.38470927,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,D,2,4866-KIU-0458,CSD16 - PXO - 177,CSD16 -6,~30,96.01389966,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,D,3,4866-KIU-0459,CSD16 - PXO - 178,CSD16 -6,~30,4.379627387,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,D,4,4866-KIU-0460,CSD16 - PXO - 179,CSD16 -6,~30,23.30828824,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,D,5,4866-KIU-0461,CSD16 - PXO - 180,CSD16 -6,~30,17.41081593,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,D,6,4866-KIU-0462,CSD16 - PXO - 181,CSD16 -6,~30,0.805791363,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,D,7,4866-KIU-0463,CSD16 - PXO - 182,CSD16 -6,~30,77.80479023,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,D,8,4866-KIU-0464,CSD16 - PXO - 183,CSD16 -6,~30,6.098842376,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,D,9,4866-KIU-0465,CSD16 - PXO - 184,CSD16 -6,~30,0.551057889,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,D,10,4866-KIU-0466,CSD16 - PXO - 185,CSD16 -6,~30,3.707031964,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,D,11,4866-KIU-0467,CSD16 - PXO - 186,CSD16 -6,~30,13.37280057,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,D,12,4866-KIU-0468,CSD16 - PXO - 187,CSD16 -6,~30,0.257266299,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,E,1,4866-KIU-0469,CSD16 - PXO - 188,CSD16 -6,~30,104.5597048,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,E,2,4866-KIU-0470,CSD16 - PXO - 189,CSD16 -6,~30,10.36730679,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,E,3,4866-KIU-0471,CSD16 - PXO - 190,CSD16 -6,~30,1.977129428,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,E,4,4866-KIU-0472,CSD16 - PXO - 191,CSD16 -6,~30,1.303536659,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,E,5,4866-KIU-0473,CSD16 - PXO - 192,CSD16 -6,~30,124.6869499,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,E,6,4866-KIU-0474,CSD16 - PXO - 193,CSD16 -6,~30,0.490593867,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,E,7,4866-KIU-0475,CSD16 - PXO - 194,CSD16 -6,~30,1.536562049,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,E,8,4866-KIU-0476,CSD16 - PXO - 195,CSD16 -6,~30,9.308282295,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,E,9,4866-KIU-0477,CSD16 - PXO - 196,CSD16 -6,~30,1.818842809,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,E,10,4866-KIU-0478,CSD16 - PXO - 197,CSD16 -6,~30,171.1756764,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,E,11,4866-KIU-0479,CSD16 - PXO - 198,CSD16 -6,~30,205.1799209,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,E,12,4866-KIU-0480,CSD16 - PXO - 199,CSD16 -6,~30,85.56216221,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,F,1,4866-KIU-0481,CSD16 - PXO - 200,CSD16 -6,~30,86.52839517,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,F,2,4866-KIU-0482,CSD16 - PXO - 201,CSD16 -6,~30,61.32974874,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,F,3,4866-KIU-0483,CSD16 - PXO - 202,CSD16 -6,~30,60.3499973,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,F,4,4866-KIU-0484,CSD16 - PXO - 203,CSD16 -6,~30,111.1224414,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,F,5,4866-KIU-0485,CSD16 - PXO - 204,CSD16 -6,~30,141.0768327,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,F,6,4866-KIU-0486,CSD16 - PXO - 205,CSD16 -6,~30,61.53035526,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,F,7,4866-KIU-0487,CSD16 - PXO - 207,CSD16 -6,~30,194.6562954,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,F,8,4866-KIU-0488,CSD16 - PXO - 208,CSD16 -6,~30,207.8122911,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,F,9,4866-KIU-0489,CSD16 - PXO - 209,CSD16 -6,~30,109.9252156,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,F,10,4866-KIU-0490,CSD16 - PXO - 210,CSD16 -6,~30,237.008998,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,F,11,4866-KIU-0491,CSD16 - PXO - 211,CSD16 -6,~30,48.62135969,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,F,12,4866-KIU-0492,CSD16 - PXO - 212,CSD16 -6,~30,62.35015947,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,G,1,4866-KIU-0493,CSD16 - PXO - 213,CSD16 -6,~30,64.67919601,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,G,2,4866-KIU-0494,CSD16 - PXO - 214,CSD16 -6,~30,45.86199085,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,G,3,4866-KIU-0495,CSD16 - PXO - 215,CSD16 -6,~30,86.62025261,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,G,4,4866-KIU-0496,CSD16 - PXO - 216,CSD16 -6,~30,81.69330373,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,G,5,4866-KIU-0497,CSD16 - PXO - 217,CSD16 -6,~30,68.41327821,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,G,6,4866-KIU-0498,CSD16 - PXO - 233,CSD16 -6,~30,115.3712881,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,G,7,4866-KIU-0499,CSD16 - PXO - 234,CSD16 -6,~30,78.90521566,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,G,8,4866-KIU-0500,CSD16 - PXO - 235,CSD16 -6,~30,53.14289209,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,G,9,4866-KIU-0501,CSD16 - PXO - 236,CSD16 -6,~30,96.85866853,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,G,10,4866-KIU-0502,CSD16 - PXO - 237,CSD16 -6,~30,100.1184855,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,G,11,4866-KIU-0503,CSD16 - PXO - 238,CSD16 -6,~30,166.2006625,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,G,12,4866-KIU-0504,CSD16 - PXO - 239,CSD16 -6,~30,272.7883732,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,H,1,4866-KIU-0505,CSD16 - PXO - 240,CSD16 -6,~30,81.52752701,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,H,2,4866-KIU-0506,CSD16 - PXO - 241,CSD16 -6,~30,67.72755404,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,H,3,4866-KIU-0507,CSD16 - PXO - 242,CSD16 -6,~30,85.52294301,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,H,4,4866-KIU-0508,CSD16 - PXO - 243,CSD16 -6,~30,119.1082007,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,H,5,4866-KIU-0509,CSD16 - PXO - 244,CSD16 -6,~30,61.76003346,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,H,6,4866-KIU-0510,CSD16 - PXO - 245,CSD16 -6,~30,216.6276562,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,H,7,4866-KIU-0511,CSD16 - PXO - 246,CSD16 -6,~30,168.0596286,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,H,8,4866-KIU-0512,CSD16 - PXO - 247,CSD16 -6,~30,79.75085247,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,H,9,4866-KIU-0513,CSD16 - PXO - 248,CSD16 -6,~30,180.4659056,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,H,10,4866-KIU-0514,CSD16 - PXO - 249,CSD16 -6,~30,230.4154145,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,H,11,4866-KIU-0515,CSD16 - PXO - 250,CSD16 -6,~30,151.2681176,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
6,H,12,4866-KIU-0516,Control Negativ 1-PXO ,CSD16 -6,~30,254.8778457,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,A,1,4866-KIU-0517,CSD16 - LIS - 001,CSD16 -1,~30,6.497895666,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,A,2,4866-KIU-0518,CSD16 - LIS - 002,CSD16 -1,~30,90.92133073,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,A,3,4866-KIU-0519,CSD16 - LIS - 003,CSD16 -1,~30,14.54693287,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,A,4,4866-KIU-0520,CSD16 - LIS - 004,CSD16 -1,~30,1.170053642,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,A,5,4866-KIU-0521,CSD16 - LIS - 005,CSD16 -1,~30,10.5659089,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,A,6,4866-KIU-0522,CSD16 - LIS - 006,CSD16 -1,~30,8.085012961,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,A,7,4866-KIU-0523,CSD16 - LIS - 007,CSD16 -1,~30,5.072603502,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,A,8,4866-KIU-0524,CSD16 - LIS - 008,CSD16 -1,~30,65.73802338,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,A,9,4866-KIU-0525,CSD16 - LIS - 009,CSD16 -1,~30,7.593261599,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,A,10,4866-KIU-0526,CSD16 - LIS - 010,CSD16 -1,~30,46.43251632,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,A,11,4866-KIU-0527,CSD16 - LIS - 011,CSD16 -1,~30,38.33127525,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,A,12,4866-KIU-0528,CSD16 - LIS - 012,CSD16 -1,~30,115.6731761,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,B,1,4866-KIU-0529,CSD16 - LIS - 013,CSD16 -1,~30,8.199781282,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,B,2,4866-KIU-0530,CSD16 - LIS - 014,CSD16 -1,~30,79.74390687,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,B,3,4866-KIU-0531,CSD16 - LIS - 015,CSD16 -1,~30,24.52764365,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,B,4,4866-KIU-0532,CSD16 - LIS - 016,CSD16 -1,~30,31.88844522,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,B,5,4866-KIU-0533,CSD16 - LIS - 017,CSD16 -1,~30,70.95855684,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,B,6,4866-KIU-0534,CSD16 - LIS - 018,CSD16 -1,~30,36.08781675,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,B,7,4866-KIU-0535,CSD16 - LIS - 019,CSD16 -1,~30,14.28554663,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,B,8,4866-KIU-0536,CSD16 - LIS - 020,CSD16 -1,~30,24.09057525,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,B,9,4866-KIU-0537,CSD16 - LIS - 021,CSD16 -1,~30,39.2035296,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,B,10,4866-KIU-0538,CSD16 - LIS - 022,CSD16 -1,~30,2.344871396,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,B,11,4866-KIU-0539,CSD16 - LIS - 023,CSD16 -1,~30,76.91813067,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,B,12,4866-KIU-0540,CSD16 - LIS - 024,CSD16 -1,~30,141.8454484,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,C,1,4866-KIU-0541,CSD16 - LIS - 025,CSD16 -1,~30,20.38769499,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,C,2,4866-KIU-0542,CSD16 - LIS - 026,CSD16 -1,~30,108.5474383,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,C,3,4866-KIU-0543,CSD16 - LIS - 027,CSD16 -1,~30,86.94147257,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,C,4,4866-KIU-0544,CSD16 - LIS - 028,CSD16 -1,~30,16.29434312,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,C,5,4866-KIU-0545,CSD16 - LIS - 029,CSD16 -1,~30,33.80834534,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,C,6,4866-KIU-0546,CSD16 - LIS - 030,CSD16 -1,~30,51.19662107,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,C,7,4866-KIU-0547,CSD16 - LIS - 031,CSD16 -1,~30,81.15943162,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,F,7,4866-KIU-0548,CSD16 - LIS - 032,CSD16 -2,~30,-0.05,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,C,8,4866-KIU-0549,CSD16 - LIS - 033,CSD16 -1,~30,49.82424716,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,C,9,4866-KIU-0550,CSD16 - LIS - 034,CSD16 -1,~30,5.197550442,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,C,10,4866-KIU-0551,CSD16 - LIS - 035,CSD16 -1,~30,27.06505422,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,C,11,4866-KIU-0552,CSD16 - LIS - 036,CSD16 -1,~30,204.9704737,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,C,12,4866-KIU-0553,CSD16 - LIS - 037,CSD16 -1,~30,3.837348781,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,D,1,4866-KIU-0554,CSD16 - LIS - 038,CSD16 -1,~30,40.07357104,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,D,2,4866-KIU-0555,CSD16 - LIS - 039,CSD16 -1,~30,7.6606756,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,D,3,4866-KIU-0556,CSD16 - LIS - 040,CSD16 -1,~30,6.002765064,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,D,4,4866-KIU-0557,CSD16 - LIS - 041,CSD16 -1,~30,90.46637846,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,D,5,4866-KIU-0558,CSD16 - LIS - 042,CSD16 -1,~30,85.28664106,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,D,6,4866-KIU-0559,CSD16 - LIS - 043,CSD16 -1,~30,33.94501529,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,D,7,4866-KIU-0560,CSD16 - LIS - 044,CSD16 -1,~30,70.79546739,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,D,8,4866-KIU-0561,CSD16 - LIS - 045,CSD16 -1,~30,70.26700947,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,D,9,4866-KIU-0562,CSD16 - LIS - 046,CSD16 -1,~30,60.70114585,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,D,10,4866-KIU-0563,CSD16 - LIS - 047,CSD16 -1,~30,6.446702217,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,D,11,4866-KIU-0564,CSD16 - LIS - 048,CSD16 -1,~30,25.91287647,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,D,12,4866-KIU-0565,CSD16 - LIS - 049,CSD16 -1,~30,0.829889647,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,E,1,4866-KIU-0566,CSD16 - LIS - 050,CSD16 -1,~30,27.20800804,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,E,2,4866-KIU-0567,CSD16 - LIS - 051,CSD16 -1,~30,95.63280664,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
